   0.0000000000000000e+00   0.0000000000000000e+00
   2.0005999999999999e-01   0.0000000000000000e+00
   5.0000000000000000e+01   0.0000000000000000e+00
   3.6000000000000000e+10   0.0000000000000000e+00
   3.5500784310205841e+10   4.9921568979416150e+08
   3.5008491295548813e+10   8.1844182602295709e+08
   3.4523024958583252e+10   1.0201727458118240e+09
   3.4044290633069916e+10   1.1452360706240144e+09
   3.3572194965516003e+10   1.2203040888906212e+09
   3.3106645896971165e+10   1.2628011105645092e+09
   3.2647552645075958e+10   1.2841095517074296e+09
   3.2194825686359215e+10   1.2916645412388296e+09
   3.1748376738780922e+10   1.2903223742774010e+09
   3.1308118744517162e+10   1.2832545531719038e+09
   3.0873965852983784e+10   1.2725318843280537e+09
   3.0445833404095486e+10   1.2595060815358691e+09
   3.0023637911757050e+10   1.2450590757535605e+09
   2.9607297047583496e+10   1.2297658945543399e+09
   2.9196729624845997e+10   1.2140010746978972e+09
   2.8791855582640411e+10   1.1980081836283700e+09
   2.8392595970275364e+10   1.1819452392093291e+09
   2.7998872931876812e+10   1.1659143832392647e+09
   2.7610609691206093e+10   1.1499812676115665e+09
   2.7227730536688515e+10   1.1341877195172887e+09
   2.6850160806649555e+10   1.1185600156986847e+09
   2.6477826874755787e+10   1.1031142879999635e+09
   2.6110656135657688e+10   1.0878600547329960e+09
   2.5748576990831562e+10   1.0728025275986719e+09
   2.5391518834617783e+10   1.0579441186540546e+09
   2.5039412040452641e+10   1.0432854246542256e+09
   2.4692187947291119e+10   1.0288258699539741e+09
   2.4349778846217953e+10   1.0145641263416195e+09
   2.4012117967244343e+10   1.0004983871402006e+09
   2.3679139466287769e+10   9.8662654610084307e+08
   2.3350778412332352e+10   9.7294631409725738e+08
   2.3026970774767265e+10   9.5945529518682337e+08
   2.2707653410900726e+10   9.4615103612742519e+08
   2.2392764053647129e+10   9.3303105855476475e+08
   2.2082241299384926e+10   9.2009287983377910e+08
   2.1776024595982883e+10   9.0733402651296377e+08
   2.1474054230992378e+10   8.9475204294834268e+08
   2.1176271320003433e+10   8.8234449677396190e+08
   2.0882617795162216e+10   8.7010898231441855e+08
   2.0593036393847778e+10   8.5804312265511382e+08
   2.0307470647505806e+10   8.4614457083777404e+08
   2.0025864870637215e+10   8.3441101048666835e+08
   1.9748164149939442e+10   8.2284015606503463e+08
   1.9474314333598320e+10   8.1142975289202929e+08
   1.9204262020728443e+10   8.0017757700530982e+08
   1.8937954550959949e+10   7.8908143492482662e+08
   1.8675339994169727e+10   7.7813916335410023e+08
   1.8416367140355007e+10   7.6734862884266162e+08
   1.8160985489647373e+10   7.5670772742509270e+08
   1.7909145242465260e+10   7.4621438424672663e+08
   1.7660797289803005e+10   7.3586655318255281e+08
   1.7415893203654564e+10   7.2566221645357668e+08
   1.7174385227570013e+10   7.1559938424338365e+08
   1.6936226267343012e+10   7.0567609431667733e+08
   1.6701369881827412e+10   6.9589041164092433e+08
   1.6469770273881193e+10   6.8624042801181960e+08
   1.6241382281435999e+10   6.7672426168301249e+08
   1.6016161368690506e+10   6.6734005700035977e+08
   1.5794063617425911e+10   6.5808598404085124e+08
   1.5575045718441853e+10   6.4896023825628364e+08
   1.5359064963111088e+10   6.3996104012170589e+08
   1.5146079235051287e+10   6.3108663478862751e+08
