   0.0000000000000000e+00   0.0000000000000000e+00
   3.0003999999999997e-01   0.0000000000000000e+00
   5.0000000000000000e+01   0.0000000000000000e+00
   3.6000000000000000e+10   0.0000000000000000e+00
   3.5251301231801262e+10   7.4869876819874144e+08
   3.4518173292644257e+10   1.0925559813124793e+09
   3.3800292353069996e+10   1.2423846171389499e+09
   3.3097341318361641e+10   1.2993829904021702e+09
   3.2409009688480789e+10   1.3121268117187848e+09
   3.1734993420916718e+10   1.3039293795228610e+09
   3.1074994796387955e+10   1.2859763927551563e+09
   3.0428722287336903e+10   1.2636315815364563e+09
   2.9795890429159382e+10   1.2394638504408014e+09
   2.9176219694112263e+10   1.2147005173963256e+09
   2.8569436367843437e+10   1.1899249678977878e+09
   2.7975272428489639e+10   1.1654115755057516e+09
   2.7393465428288685e+10   1.1412864847166305e+09
   2.6823758377653839e+10   1.1176047955811923e+09
   2.6265899631659115e+10   1.0943876153365805e+09
   2.5719642778885368e+10   1.0716398434336238e+09
   2.5184746532578060e+10   1.0493587072885398e+09
   2.4660974624068653e+10   1.0275378577802032e+09
   2.4148095698412525e+10   1.0061693331602123e+09
   2.3645883212197338e+10   9.8524449969734526e+08
   2.3154115333476688e+10   9.6475450112772727e+08
   2.2672574843784866e+10   9.4469047234140980e+08
   2.2201049042189438e+10   9.2504363992913151e+08
   2.1739329651339241e+10   9.0580536845639706e+08
   2.1287212725466351e+10   8.8696718072434914e+08
   2.0844498560301319e+10   8.6852076558311200e+08
   2.0410991604861931e+10   8.5045797980923533e+08
   1.9986500375076515e+10   8.3277084717245388e+08
   1.9570837369203644e+10   8.1545155619127345e+08
   1.9163818985010849e+10   7.9849245729646337e+08
   1.8765265438675816e+10   7.8188605974688196e+08
   1.8375000685374176e+10   7.6562502846223044e+08
   1.7992852341518879e+10   7.4970218085100043e+08
   1.7618651608616741e+10   7.3411048367046356e+08
   1.7252233198708572e+10   7.1884304993567657e+08
   1.6893435261359947e+10   7.0389313588495040e+08
   1.6542099312170355e+10   6.8925413800467491e+08
   1.6198070162769156e+10   6.7491959011421824e+08
   1.5861195852267433e+10   6.6088316051058459e+08
   1.5531327580135445e+10   6.4713864917204213e+08
   1.5208319640476042e+10   6.3367998501970637e+08
   1.4892029357665010e+10   6.2050122323598027e+08
   1.4582317023329920e+10   6.0759654263871694e+08
   1.4279045834639626e+10   5.9496024310997009e+08
   1.3982081833877180e+10   5.8258674307820892e+08
   1.3691293849269463e+10   5.7047057705289102e+08
   1.3406553437047379e+10   5.5860639321030593e+08
   1.3127734824711046e+10   5.4698895102962625e+08
   1.2854714855474911e+10   5.3561311897812098e+08
   1.2587372933868240e+10   5.2447387224450988e+08
   1.2325590972466982e+10   5.1356629051945746e+08
   1.2069253339733438e+10   5.0288555582222652e+08
   1.1818246808940746e+10   4.9242695037253100e+08
   1.1572460508159563e+10   4.8218585450664842e+08
   1.1331785871284906e+10   4.7215774463687110e+08
   1.1096116590081493e+10   4.6233819125339550e+08
   1.0865348567226393e+10   4.5272285696776634e+08
   1.0639379870328272e+10   4.4330749459701133e+08
   1.0418110686902905e+10   4.3408794528762102e+08
   1.0201443280285063e+10   4.2506013667854428e+08
   9.9892819464573193e+09   4.1622008110238832e+08
   9.7815329717766933e+09   4.0756387382402891e+08
   9.5781045915804558e+09   3.9908769131585228e+08
   9.3789069496528168e+09   3.9078778956886733e+08
   9.1838520585346031e+09   3.8266050243894184e+08
   8.9928537606583729e+09   3.7470224002743220e+08
   8.8058276902918091e+09   3.6690948709549201e+08
   8.6226912362725906e+09   3.5927880151135790e+08
   8.4433635055182753e+09   3.5180681272992814e+08
   8.2677652872950611e+09   3.4449022030396086e+08
   8.0958190182296696e+09   3.3732579242623615e+08
   7.9274487480488787e+09   3.3031036450203657e+08
   7.7625801060315781e+09   3.2344083775131571e+08
   7.6011402681585255e+09   3.1671417783993852e+08
   7.4430579249453001e+09   3.1012741353938746e+08
   7.2882632499442329e+09   3.0367763541434300e+08
   7.1366878689014168e+09   2.9736199453755903e+08
   6.9882648295551558e+09   2.9117770123146486e+08
   6.8429285720625305e+09   2.8512202383593881e+08
   6.7006149000409975e+09   2.7919228750170827e+08
   6.5612609522122526e+09   2.7338587300884390e+08
   6.4248051746358137e+09   2.6770021560982555e+08
   6.2911872935200710e+09   2.6213280389666963e+08
   6.1603482885987921e+09   2.5668117869161636e+08
   6.0322303670613165e+09   2.5134293196088818e+08
   5.9067769380249319e+09   2.4611570575103885e+08
   5.7839325875381546e+09   2.4099719114742309e+08
   5.6636430541038666e+09   2.3598512725432777e+08
   5.5458552047115078e+09   2.3107730019631284e+08
   5.4305170113677282e+09   2.2627154214032200e+08
   5.3175775281151361e+09   2.2156573033813065e+08
   5.2069868685289946e+09   2.1695778618870810e+08
   5.0986961836819201e+09   2.1244567432007998e+08
   4.9926576405668573e+09   2.0802740169028568e+08
   4.8888244009687901e+09   2.0370101670703289e+08
   4.7871506007758656e+09   1.9946460836566105e+08
   4.6875913297207890e+09   1.9531630540503287e+08
   4.5901026115435381e+09   1.9125427548098072e+08
   4.4946413845666361e+09   1.8727672435694316e+08
   4.4011654826744108e+09   1.8338189511143374e+08
   4.3096336166878233e+09   1.7956806736199263e+08
   4.2200053561266551e+09   1.7583355650527728e+08
   4.1322411113509855e+09   1.7217671297295773e+08
   4.0463021160740781e+09   1.6859592150308657e+08
   3.9621504102389498e+09   1.6508960042662290e+08
   3.8797488232510600e+09   1.6165620096879417e+08
   3.7990609575597105e+09   1.5829420656498796e+08
   3.7200511725809083e+09   1.5500213219087118e+08
   3.6426845689545860e+09   1.5177852370644107e+08
   3.5669269731292291e+09   1.4862195721371788e+08
   3.4927449222670979e+09   1.4553103842779577e+08
   3.4201056494633818e+09   1.4250440206097424e+08
   3.3489770692727489e+09   1.3954071121969786e+08
   3.2793277635369062e+09   1.3663865681403777e+08
   3.2111269675069060e+09   1.3379695697945443e+08
   3.1443445562540679e+09   1.3101435651058617e+08
