   0.0000000000000000e+00   0.0000000000000000e+00
   1.0008000000000000e-01   0.0000000000000000e+00
   5.0000000000000000e+01   0.0000000000000000e+00
   3.6000000000000000e+10   0.0000000000000000e+00
   3.5750267388610420e+10   2.4973261138958156e+08
   3.5502267176587265e+10   4.5442283925199771e+08
   3.5255987346246719e+10   6.2189419575819290e+08
   3.5011415963271820e+10   7.5861331379231262e+08
   3.4768541176134186e+10   8.6992526489643192e+08
   3.4527351215519684e+10   9.6024806709679842e+08
   3.4287834393758102e+10   1.0332334601237410e+09
   3.4049979104256805e+10   1.0918997981168480e+09
   3.3813773820938286e+10   1.1387418953523982e+09
   3.3579207097681629e+10   1.1758218219249728e+09
   3.3346267567767860e+10   1.2048439531455598e+09
   3.3114943943329128e+10   1.2272170034620790e+09
   3.2885225014801704e+10   1.2441053021170828e+09
   3.2657099650382805e+10   1.2564711762989533e+09
   3.2430556795491142e+10   1.2651099839733412e+09
   3.2205585472231251e+10   1.2706790711271966e+09
   3.1982174778861507e+10   1.2737217070867414e+09
   3.1760313889265865e+10   1.2746868688390722e+09
   3.1539992052429222e+10   1.2739455942457221e+09
   3.1321198591916451e+10   1.2718044991895800e+09
   3.1103922905355034e+10   1.2685169505012510e+09
   3.0888154463921295e+10   1.2642923012123311e+09
   3.0673882811830189e+10   1.2593035241773963e+09
   3.0461097565828625e+10   1.2536935218283198e+09
   3.0249788414692314e+10   1.2475803416532507e+09
   3.0039945118726109e+10   1.2410614871754479e+09
   2.9831557509267799e+10   1.2342174812953126e+09
   2.9624615488195358e+10   1.2271148116548729e+09
   2.9419109027437599e+10   1.2198083651977651e+09
   2.9215028168488243e+10   1.2123434405112219e+09
   2.9012363021923332e+10   1.2047574111734252e+09
   2.8811103766922012e+10   1.1970811006307907e+09
   2.8611240650790634e+10   1.1893399186332517e+09
   2.8412763988490143e+10   1.1815548005794692e+09
   2.8215664162166767e+10   1.1737429839524226e+09
   2.8019931620685951e+10   1.1659186500980721e+09
   2.7825556879169521e+10   1.1580934547000506e+09
